	content	clean_str	name_str
10	11月20日，在北京市新型冠状病毒肺炎疫情防控工作第419场新闻发布会上，市委宣传部副部长、市政府新闻办主任、市政府新闻发言人徐和建介绍，要针对已经变异的病毒和不断变化的疫情态势，完善防控各项措施，做好技术支撑、物资储备和人员培训，提高疫情防控措施的科学性、合理性、有效性。	http://img.bjd.com.cn/p/2022/11/20/b63c5d381272e50381420e023daa7cb2.jpg	b63c5d381272e50381420e023daa7cb2.jpg
11	11月20日，在北京市新型冠状病毒肺炎疫情防控工作第419场新闻发布会上，市委宣传部副部长、市政府新闻办主任、市政府新闻发言人徐和建介绍，近期北京市新增本土新冠肺炎确诊病例数和新增社会面病例数呈现明显上升态势，波及范围进一步扩大，存在多点多面社会面传播风险，同时，进返京人员中报告新冠肺炎确诊病例数增加，存在一定的社会面传播风险。	http://img.bjd.com.cn/p/2022/11/20/8fad0f2fa0a823483bb55d1d64f1f047.jpg	8fad0f2fa0a823483bb55d1d64f1f047.jpg
12	北京市生态环境监测中心表示，19日下午，本市受均压场控制，在偏南风传输影响下，南部污染高值区不断向北输送并抬高北京市PM2.5浓度，21时全市峰值浓度达到中度污染水平。昨天夜间，在弱北风作用下PM2.5浓度缓慢下降至3级轻度污染级别。	http://img.bjd.com.cn/p/2022/11/20/92c255503442776262d823b9b37c8f91.jpg	92c255503442776262d823b9b37c8f91.jpg
13	据山东省纪委监委消息，日前，经山东省委批准，山东省纪委监委对省政协原常委，滨州市政协原党组书记、主席燕钦国严重违纪违法问题进行了立案审查调查。	http://img.bjd.com.cn/p/2022/11/20/6785ce8d07b4028907dd79ecf14d4bbf.jpeg	6785ce8d07b4028907dd79ecf14d4bbf.jpeg
14	据黑龙江省纪委监委消息：日前，经哈尔滨市委批准，哈尔滨市纪委监委对原哈尔滨市住房保障和房产管理局党组书记、局长孔庆勋严重违纪违法问题进行了立案审查调查。	http://img.bjd.com.cn/p/2022/11/20/08842fc7ce808a343a1b15ae72a21c1b.jpeg	08842fc7ce808a343a1b15ae72a21c1b.jpeg
15	11月17日，山东聊城一份寻找阳性感染者轨迹重叠人员的内容引发舆论关注。官方公布的流调轨迹显示，该阳性感染者上午或下午去聊城市流浪狗救助点，然后晚上出现在狗市，摆摊卖狗。部分网友质疑其所卖的狗是否为救助的流浪狗，还有网友称其为“打着救助的旗号贩卖狗的黑心商贩”。11月19日上午，红星新闻新闻记者联系上该名阳性感染者王先生（化姓）。王先生对红星新闻记者表示，贩卖的是自己繁育的品种狗。	http://img1.bjd.com.cn/2022/11/20/22b9f0b3e5fcb8a5d81572edf9b519aed0eb2005.jpeg	22b9f0b3e5fcb8a5d81572edf9b519aed0eb2005.jpeg
16	教体局通报涉案人员已被采取刑事措施2022年11月17日下午，网传“鹤壁市科技中等专业学校发生校园欺凌”事件。11月12日，公安机关接警后已依法受理调查，目前，涉案人员已被采取刑事强制措施。我局针对该事件已开展校园法治教育，组织心理咨询师对受害学生进行心理健康疏导。同时，将根据调查情况，对学校相关责任人员予以相应组织处理。感谢网民对该事件的关注和监督。山城区教育体育局2022年11月18日	http://img.bjd.com.cn/p/2022/11/20/5b1e6b8d191657e92eb330fd62d49f14.png	5b1e6b8d191657e92eb330fd62d49f14.png
17	截至11月20日14时，据国务院客户端小程序和各区通报，北京市有高风险区509个，详情如下：	http://img.bjd.com.cn/p/2022/11/20/a22fc36a1773b1549a701c5bffc36dbd.jpeg	a22fc36a1773b1549a701c5bffc36dbd.jpeg
18	记者从中国工商银行了解到，从今天起工商银行在广州、青岛、合肥、西安、成都5个城市营业网点开始发行特定养老储蓄产品，这是我国推出的第一款特定养老储蓄产品。	http://img1.bjd.com.cn/2022/11/20/6c0e668e3eda97c4a2f72a1771a5a9c241d634a5.jpeg	6c0e668e3eda97c4a2f72a1771a5a9c241d634a5.jpeg
19	上海发布回应：近阶段，国内本土疫情呈现“点多、面广”的态势，部分省市疫情形势十分严峻，受外省市疫情外溢以及人员流动加剧等因素影响，我市“外防输入、内防反弹”的压力持续增加。流调显示，目前我市本土阳性感染者的感染源头主要来自于外省市。	http://img1.bjd.com.cn/2022/11/20/1ec75c08ab04240e286aa479871c0adaaf8f7cc7.png	1ec75c08ab04240e286aa479871c0adaaf8f7cc7.png
20	《联合国气候变化框架公约》第二十七次缔约方大会达成一项全面气候协议	http://img.bjd.com.cn/p/2022/11/20/aec962802f758a73c824f17259a29abf.jpg	aec962802f758a73c824f17259a29abf.jpg
21	美国高科技行业持续近20年的高速发展似乎在2022年戛然而止，不少企业业绩低迷，股价暴跌，公司裁员人数动辄成千上万，占员工比例高达两位数。业内人士指出，美国高科技企业扎堆裁员并非偶然，其原因既包括外部大环境的多重不利因素，也离不开企业对发展前景的严重误判。据美国企业服务数据库公司Crunchbase统计，截至2022年11月中旬，美国科技行业今年已有超过6.7万名员工在大规模裁员中被解雇。不少尚未裁员的公司也纷纷停止招聘或缩减招聘规模。	http://img1.bjd.com.cn/2022/11/20/93b100d97fcbd9b4e72dfec3a869ddd188270657.png	93b100d97fcbd9b4e72dfec3a869ddd188270657.png
22	据山东省纪委监委消息：日前，经山东省委批准，山东省纪委监委对青岛市委原常委、宣传部原部长张军严重违纪违法问题进行了立案审查调查。	http://img.bjd.com.cn/p/2022/11/20/f5788e64f7b72df378662341f2561bc2.jpg	f5788e64f7b72df378662341f2561bc2.jpg
23	近日，位于昌平区回天地区北部的七辛北街、七辛中街、七燕路、规划一街4条道路的工程可行性研究报告获批，即将于2023年4月开工，2024年9月完工。项目建成后，将进一步完善区域路网，改善周边交通条件，带动产业发展。	http://img1.bjd.com.cn/2022/11/20/ea3f14a64a173849ac0246c0bfef9b6fa7554b1d.png	ea3f14a64a173849ac0246c0bfef9b6fa7554b1d.png
24	11月18日，第十五届北京市市长国际企业家顾问会议以视频方式举办。16位国际企业家顾问围绕“以高水平开放助推高质量发展，促进合作共赢”和“发挥‘双奥之城’优势，建设高品质宜居城市”等议题，为首都发展建言献策。	http://img1.bjd.com.cn/2022/11/20/ca373775ac056b839e8ebb1b076f7ed370047f1f.png	ca373775ac056b839e8ebb1b076f7ed370047f1f.png
25	11月20日，复旦版《2021年度中国医院综合排行榜》和复旦版《2021年度中国医院专科声誉排行榜》在上海发布。中国医学科学院北京协和医院、四川大学华西医院、中国人民解放军总医院、上海交通大学医学院附属瑞金医院和复旦大学附属中山医院位列《2021年度中国医院综合排行榜》前五名。全国共有100家医院进入“复旦版中国医院综合排行榜”，42个专科（前10名）榜上有名。	http://img1.bjd.com.cn/2022/11/20/bb6dd1424415ee853dc191313f9d5c0a09f48fb6.jpeg	bb6dd1424415ee853dc191313f9d5c0a09f48fb6.jpeg
26	今天，京城阴云密布，能见度不佳。根据市气象台预报，今天午后到前半夜，仍有零星小雨出没，天气阴冷，且大部分地区仍有雾气出没，能见度不佳，外出需要携带雨具添衣保暖，并注意交通安全。	http://img.bjd.com.cn/p/2022/11/20/e7c8fca3602bf7dd419aaaca58ea1936.jpg	e7c8fca3602bf7dd419aaaca58ea1936.jpg
27	11月18日，第十五届北京市市长国际企业家顾问会议以视频方式举办。16位国际企业家顾问围绕“以高水平开放助推高质量发展，促进合作共赢”和“发挥‘双奥之城’优势，建设高品质宜居城市”等议题，为首都发展建言献策。	http://img1.bjd.com.cn/2022/11/20/35263c259986265091ea0709063970d5b1675101.png	35263c259986265091ea0709063970d5b1675101.png
28	记者从市疫情防控指挥部获悉，2022年11月19日0时至24时，天津市疾控部门报告新增125例本土新冠病毒核酸检测阳性感染者，3例为新冠肺炎确诊病例（轻型），122例为无症状感染者。其中，19例为非管控人员筛查发现，106例为管控人员筛查发现。125例中包括13例外地来津司机和62例外省来返津人员。各区分布详情如下：	http://img.bjd.com.cn/p/2022/11/20/e92e497827ceadb380d46aea0c133cb9.png	e92e497827ceadb380d46aea0c133cb9.png
29	进一步提高交通运输行业疫情防控科学性和精准性——解读交通运输部修订发布的交通运输领域疫情防控工作指南自11月12日起，交通运输部修订发布了多个涉及交通运输领域的疫情防控工作指南，修订内容涉及客运、货运，涵盖公路、水路、港口。此次修订发布做了怎样的调整部署？对于交通运输行业有何影响？记者采访有关人士进行解读。	http://img.bjd.com.cn/p/2022/11/20/1f9f702c9e1453fe6f4929fdd667b6c2.jpg	1f9f702c9e1453fe6f4929fdd667b6c2.jpg
30	据塔斯社报道，俄罗斯联邦安全委员会副主席梅德韦杰夫当地时间19日表示，西方不希望与俄罗斯的关系完全破裂，所以他们敦促基辅与莫斯科方面举行会谈，但乌克兰总统泽连斯基不希望他们这样做，“毕竟，除非他承认乌克兰分裂这一现实，否则坐在（谈判）桌前是没有意义的”。	http://img1.bjd.com.cn/2022/11/20/c0b3b61c0785aca0ff08f96b364ff6c25554e3ff.png	c0b3b61c0785aca0ff08f96b364ff6c25554e3ff.png
31	据北京市朝阳区消防救援支队官方微博11月20日通报，2022年11月20日4时07分，119指挥中心接到朝阳区一小区发生热力管线事故的报警，迅速调派附近3个消防站及相关专业力量到场进行处置。现场为一半地下室供暖水泄漏，消防员经过搜救转移出3名被困人员，经120救护车紧急送往医院进行救治。截至目前，其中2人经抢救无效死亡，1人生命体征平稳。事故原因相关部门正在调查中。	http://img1.bjd.com.cn/2022/11/20/4b85259dd52274d135223ed7cefca5f3f3495432.png	4b85259dd52274d135223ed7cefca5f3f3495432.png
32	北京佑安医院刚刚发布公告：医院感染中心门诊G楼正常开诊。开诊时间：工作日8：00—11：30，1：00—4：30。双休日8：00—11：00，1：00—4：00就诊患者请走佑安医院北门东侧50米G楼北侧小北门。	http://img1.bjd.com.cn/2022/11/20/0847390574e128b3c3fbdff6493c02c62ddb81b5.png	0847390574e128b3c3fbdff6493c02c62ddb81b5.png
33	目前北京平原大部分地区能见度1～4公里，东南部地区能见度不足1公里。大兴、通州处于大雾黄色预警中。预计当前这种状况今天下午将持续。 	http://img1.bjd.com.cn/2022/11/20/0015895a68170d8837e8116520b05a6422db2bb9.png	0015895a68170d8837e8116520b05a6422db2bb9.png
34	“我们冬天吃糖葫芦、去什刹海滑冰，夏天跳皮筋、串胡同……北京是我和小伙伴生活、学习的乐园，也是我们共同的家。”11月20日，世界儿童日当天，“友好北京，筑梦儿童美好未来”北京市儿童友好城市建设宣传活动在市规划展览馆举办，灯市口小学的同学们面向线上观众表达对城市的热爱与希望。启动仪式上，北京发出儿童友好城市建设行动倡议，北京市儿童友好城市标志与宣传片也在现场揭晓。儿童是祖国的未来、民族的希望。去年年底，国家发展改革委联合22部门印发了《关于推进儿童友好城市建设的指导意见》，聚焦社会政策友好、公共服务友好、权利保障友好、成长空间友好、发展环境友好等5个方面，提出24条重点任务举措。在新时代发展进程中，北京要全力推进儿童友好城市建设，广泛宣传儿童友好理念，提高公众对儿童友好城市建设的知晓率和参与度，形成全社会尊重关爱儿童的共识和推进儿童友好城市建设的合力。“北京是一座历史悠久文化厚重的城市，更是一座包容有温度的城市，创建儿童友好城市、为首都300万儿童的健康茁壮成长创造优越的物质基础和发展条件，更是全社会的共同责任。”活动现场，东城区妇女联合会主席吕绘代表妇女儿童工作者向全市发出倡议：“一米高度看世界，共建儿童友好城市，让儿童友好理念成为社会共识和全民自觉，使儿童真正成为国家和城市的小主人。做儿童成长的引路人，让社会政策更友好！做儿童权益的守护人，让权利保障更友好！做儿童未来的筑梦人，让公共服务更友好！切实保护儿童生存权、发展权、受保护权和参与权，让每一个生活在北京的孩子都更安全、更健康、更快乐，让每一个孩子都能感知成长的美好！”今年以来，本市广泛开展儿童友好社区文化活动，面向全市征集儿童友好城市标志、儿童画与宣传语，得到社会各界热烈响应。经过公众投票、专家评审，北京市儿童友好城市LOGO从全市投稿的540余幅作品中脱颖而出。“设计灵感来自3岁女儿贺一言的剪纸，大人的臂弯与小朋友的笑脸，共同构成了一个‘京’字，象征着城市对每一位儿童的呵护和包容。”设计者何思倩、贺一言来到现场，介绍标志背后的故事。“剪纸的造型简洁明快，期待每个小朋友和家庭都能行动起来，亲手剪一个儿童友好城市标志，共同建设儿童友好城市！”	http://img1.bjd.com.cn/2022/11/20/a95374d0e172f8c881c1b8f139ebb6a7065d8b99.png	a95374d0e172f8c881c1b8f139ebb6a7065d8b99.png
35	11月20日，世界儿童日当天，“友好北京，筑梦儿童美好未来”儿童友好城市建设宣传活动在市规划展览馆举办，北京市儿童友好城市标志现场揭晓。这个造型灵动可爱的LOGO由谁设计，背后又有怎样的缘由？记者采访了设计者何思倩，讲述她与3岁女儿贺一言的温馨故事。	http://img1.bjd.com.cn/2022/11/20/817cef4d62cdb768975ef906299034088f822167.png	817cef4d62cdb768975ef906299034088f822167.png
36	北京市气象台20日11时发布：今天下午阴有零星小雨，平原有轻雾，偏北风二三级，最高气温11℃；夜间阴有零星小雨转多云，偏北风二三级，最低气温4℃。今天天气以阴为主，并有弱降水，体感阴冷且能见度不佳，外出注意防寒保暖备雨具，并注意交通安全。 	http://img.bjd.com.cn/p/2022/11/20/27ba7e23403f74169397d2945e9a28fa.jpg	27ba7e23403f74169397d2945e9a28fa.jpg
37	2022年11月19日广州市新冠肺炎疫情情况2022年11月19日0时至24时，广州全市新增本土确诊病例200例，其中197例在隔离观察、高风险区域或闭环管理重点人员筛查中发现，3例在社区筛查或主动检测人员筛查中发现；新增本土无症状感染者8234例，其中8210例在隔离观察、高风险区域、密接或闭环管理重点人员筛查中发现，24例在社区筛查、主动就诊、跨区域协查人员筛查中发现；另有850例此前已公布的本土无症状感染者转确诊病例。新增境外输入确诊病例4例和境外输入无症状感染者3例，另有3例此前已公布的境外输入无症状感染者转确诊病例。截至2022年11月19日24时，全市累计报告新冠肺炎阳性感染者83015例。其中确诊病例14736例（境外输入2787例、本土11949例），尚在院治疗8012例（轻型7773例、普通型239例）；无症状感染者68279例（境外输入3715例、本土64564例），尚在医学观察60753例。	http://img.bjd.com.cn/p/2022/11/20/74139349caf0f81de9d5176f17f42781.jpg	74139349caf0f81de9d5176f17f42781.jpg
38	11月19日0至24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例2267例。其中境外输入病例63例；本土病例2204例——广东1157例，河南192例，重庆183例，四川156例，内蒙古99例，山西81例，北京69例，云南50例，江苏38例，陕西33例，山东20例，新疆20例，辽宁17例，黑龙江16例，浙江16例，福建11例，贵州11例，湖北8例，湖南8例，河北5例，上海4例，天津3例，海南3例，西藏2例，青海2例，含977例由无症状感染者转为确诊病例（广东876例，重庆27例，四川14例，陕西12例，山西10例，浙江9例，北京7例，黑龙江4例，湖南4例，内蒙古3例，河南2例，云南2例，新疆2例，辽宁1例，福建1例，山东1例，海南1例，青海1例）。新增死亡病例1例，为本土病例，在北京；无新增疑似病例。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者22168例，其中境外输入157例，本土22011例——广东8381例，重庆4527例，河南1026例，新疆914例，内蒙古864例，甘肃817例，陕西750例，山西657例，北京552例，河北520例，青海496例，四川470例，山东341例，黑龙江285例，湖北241例，吉林184例，江苏147例，广西140例，湖南123例，天津122例，云南109例，宁夏56例，贵州55例，辽宁53例，浙江43例，安徽42例，上海35例，福建31例，江西14例，西藏9例，海南4例，兵团3例。本土单日新增感染者总数连续5天超2万	http://img1.bjd.com.cn/2022/11/20/51de6a54cf1b665a394a89816059cb10c61bb2fc.png	51de6a54cf1b665a394a89816059cb10c61bb2fc.png
39	齐齐哈尔市新增10个高风险区：	http://img.bjd.com.cn/p/2022/11/20/ca1cccdddcf5a615504affffcbd37cdf.jpeg	ca1cccdddcf5a615504affffcbd37cdf.jpeg
40	城关区城关区新冠肺炎疫情联防联控领导小组办公室发布通告，根据国务院联防联控机制《新型冠状病毒防控方案（第九版）》和《关于进一步优化新冠肺炎疫情防控措施科学精准做好防控工作的通知》有关规定，经综合评估研判，现将有关事宜通告如下：自即日起，雁北街道雁滩路4008号4号楼4单元；伏龙坪街道后街社区73-75号，伏龙坪街道望垣坪65-68号；团结新村街道天水南路103号，团结新村街道火车站东路398号七号楼二单元；东岗街道雁儿湾路27号世纪新村A区1-5号楼3单元；广武门街道华亭街31号，广武门街道武都路54号，广武门街道邓家巷45号；铁路西村街道和平路189号；皋兰路街道旧大路286号；青白石街道碧桂园诺丁山2C组团10幢，青白石街道白道坪村20号，青白石街道碧桂园天麓山南苑20幢，青白石街道碧桂园天麓山北苑3幢，青白石街道碧桂园爱丁堡4号院5幢，青白石街道石沟新村东区42栋，青白石街道石沟新村西区22栋；草场街街道草场街109号，草场街街道盐场路477号4号楼3单元，草场街街道草场街101号，草场街街道砂坪村32号A区2号楼，草场街街道砂坪村33号A区3号楼，草场街街道佛慈大街508号3号楼，草场街街道盐场路1438号10号楼1单元，草场街街道安乐村60号2单元，草场街街道安乐村34号4单元，草场街街道东李家湾14号，草场街街道东李家湾58号2号楼1单元，草场街街道左家湾239号3号楼2单元，草场街街道大砂坪586号16号楼3单元；临夏路街道下沟106号，临夏路街道下沟40号，临夏路街道上沟61号；白银路街道白银路（308、310、312号）等35个区域划定为高风险区。自即日起，将东岗街道雁儿湾路5号、五泉街道闵家桥57号、五泉街道火车站西路479号、五泉街道红泥沟134号、东岗街道新兴社区雁儿湾路世纪新村A区1号楼1单元、东岗街道振兴社区东岗东路55号轨道交通公司平房区、临夏路街道上沟38号、临夏路街道金城名苑小区3号楼2单元、伏龙坪街道杨家沟40—55号自建房等9个区域由高风险区降为低风险区。	http://img.bjd.com.cn/p/2022/11/20/e5bb7c057212267d53d32f23b48064f7.jpg	e5bb7c057212267d53d32f23b48064f7.jpg
41	据“党建领航太阳宫”微信公众号消息，太阳宫地区紧急寻人：请与以下活动轨迹有时空交集的人员，自行居家隔离，立即向所在社区电话报备，从11月20日起，要连续参加三天核酸检测，期间，非必要不外出，如出现发热、干咳、乏力、咽痛等症状时，第一时间向社区报告或拨打12345市民热线求助！	http://img.bjd.com.cn/p/2022/11/20/c788efe7071f7d6bddc2452003a82eeb.jpg	c788efe7071f7d6bddc2452003a82eeb.jpg
42	"经过产业转型和改造提升，北京中轴线南北两端分别建成一处文创园，融文创办公、戏剧创作与演艺、非遗博物馆、长租公寓等功能为一体，打造成北京核心区新的文化打卡点。
 在北京中轴线北端、鼓楼与钟楼的东北侧，一处苏式砖混结构的闲置办公用房经过加固、装修，已经成为一个4000多平方米的戏剧主题文创园。"	http://img1.bjd.com.cn/2022/11/20/d472f6169f2c94741ed4539c83340c97ba341165.png	d472f6169f2c94741ed4539c83340c97ba341165.png
43	北京工商大学微信公众号消息，11月19日15:10，该校阜成路校区一名学生向辅导员报告，其本人接触的一名校外人员为十混一阳性。学校紧急与属地疾控中心联系得知，该生接触的校外人员已被认定为阳性病例。学校立即启动应急处置预案，迅速对该生校内轨迹开展流调。11月20日4时许，经复检后该生核酸检测结果呈阳性。学校连夜会商研判防控工作，各疫情防控专班立即启动工作，对阜成路校区相关楼宇进行管控，并做好后勤保障等工作。目前，校园整体平稳有序，正紧急开展风险管控、校内流调、环境消杀和后勤保障等各项工作。	http://img1.bjd.com.cn/2022/11/20/f8bada5e909e7d46da9cf07510c10fd5ba78656f.png	f8bada5e909e7d46da9cf07510c10fd5ba78656f.png
44	据@华熙LIVE·五棵松 消息，为配合北京市疫情风险排查，保证顾客及员工的安全，华熙LIVE·五棵松今日暂停营业，明日正常营业。 	http://img1.bjd.com.cn/2022/11/20/37060796bef50766e042e838389cd61e02f8d53e.png	37060796bef50766e042e838389cd61e02f8d53e.png
45	据青海省卫健委消息，2022年11月19日0—24时，青海省新增本土确诊病例2例（西宁市2例，含由无症状感染者转为确诊病例1例），治愈出院6例，正在定点医疗机构隔离救治54例；新增本土无症状感染者496例（西宁市419例、海东市56例、黄南州2例、海南州2例、果洛州4例、玉树州13例），解除医学隔离观察114例，尚在医学隔离观察5015例。截至11月19日24时，青海省现有本土确诊病例54例、本土无症状感染者5015例。	http://img.bjd.com.cn/p/2022/11/20/70736110e7791a781f24278416ab96d9.jpg	70736110e7791a781f24278416ab96d9.jpg
46	11月19日0-24时，吉林全省新增本地无症状感染者184例，其中，松原市137例，长春市26例，通化市15例，白城市4例，吉林市2例。11月19日0-24时，全省新增解除隔离医学观察无症状感染者12例，其中，长春市11例，四平市1例。	http://img.bjd.com.cn/p/2022/11/20/dd37dfa488eff54d42a69c6f0f2b30a2.jpg	dd37dfa488eff54d42a69c6f0f2b30a2.jpg
47	根据疫情防控形势，依据相关法律法规和疫情防控有关规定，经专家组综合研判，现将解除有关区域风险区相关事宜通告如下：	http://img.bjd.com.cn/p/2022/11/20/4eb6c767f90eb1762ed46ca2d7b81528.jpg	4eb6c767f90eb1762ed46ca2d7b81528.jpg
48	法新社刚刚消息称，特朗普的账号再次出现在推特上。土耳其广播电视公司新闻频道推特账号也报道了这一消息，该媒体还放出了特朗普推特账号恢复的截图。随后，在这个推特名为“唐纳德·J·特朗普”、介绍为美利坚合众国第45任总统的账号下，最新一条日期为2021年1月8日的推文评论区中，大批网友开始留言，有网友表示“欢迎回来，唐纳德”。	http://img1.bjd.com.cn/2022/11/20/c24d03c2eb3e1f40d5ddf79ecb7660f909c74047.png	c24d03c2eb3e1f40d5ddf79ecb7660f909c74047.png
49	11月19日0—24时，内蒙古自治区报告新增本土确诊病例99例，其中呼和浩特市80例（含3例由无症状感染者转为确诊病例）、赤峰市2例、鄂尔多斯市17例。当日新增本土确诊病例治愈出院87例，其中呼和浩特市80例、包头市1例、通辽市1例、赤峰市3例、鄂尔多斯市2例。	http://img.bjd.com.cn/p/2022/11/20/464880781a34bdabeaad6d8539c2edeb.jpg	464880781a34bdabeaad6d8539c2edeb.jpg
